freq,tra_type,c_unload,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,HIRE,AT,GT03,THS_T,RO	: 	: 	: 	: u	: 	: u	: 	: u	: u	: 	: 	: 	: u	: u	: 
A,HIRE,AT,GT03,THS_T,SI	49 	: u	362 	446 	210 	185 	148 	357 	177 	259 	345 	113 	248 	197 	: u
A,HIRE,AT,GT03,THS_T,SK	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u	: 	: u
A,HIRE,AT,GT03,THS_T,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT04,THS_T,AT	: u	: u	: u	1 	: 	: u	: u	: u	: u	7 	: u	12 	14 	: u	: u
A,HIRE,AT,GT04,THS_T,BE	: u	: u	: u	: 	: 	: 	: 	: u	: u	: u	: 	: u	: u	: 	: 
A,HIRE,AT,GT04,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT04,THS_T,CH	: u	: u	: u	: 	: u	: u	26 	: u	: 	: u	: 	: 	: 	: u	: u
A,HIRE,AT,GT04,THS_T,CY	: u	: u	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,HIRE,AT,GT04,THS_T,CZ	79 	70 	125 	107 	169 	99 	113 	90 	: u	130 	: u	: u	107 	91 	163 
A,HIRE,AT,GT04,THS_T,DE	707 	699 	810 	951 	549 	648 	680 	588 	594 	694 	709 	642 	659 	670 	764 
A,HIRE,AT,GT04,THS_T,DK	: u	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 
A,HIRE,AT,GT04,THS_T,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT04,THS_T,EL	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u	: u	: 	: u	: 
A,HIRE,AT,GT04,THS_T,ES	: u	: 	: 	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u	: 
A,HIRE,AT,GT04,THS_T,FI	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT04,THS_T,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 
A,HIRE,AT,GT04,THS_T,HR	96 	: u	: u	: u	: u	: u	48 	: u	: u	47 	: u	57 	: u	58 	42 
A,HIRE,AT,GT04,THS_T,HU	131 	136 	151 	187 	100 	159 	179 	239 	152 	170 	162 	132 	168 	214 	167 
A,HIRE,AT,GT04,THS_T,IT	116 	104 	: u	: u	: u	175 	122 	100 	: u	: u	: u	: u	103 	225 	131 
A,HIRE,AT,GT04,THS_T,LI	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT04,THS_T,LT	: u	: u	: 	: u	: 	: 	: u	: u	: 	: u	: u	: u	: u	: 	: u
A,HIRE,AT,GT04,THS_T,LV	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT04,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT04,THS_T,NL	38 	46 	36 	79 	17 	49 	16 	26 	49 	13 	48 	: u	15 	: u	: u
A,HIRE,AT,GT04,THS_T,NO	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT04,THS_T,PL	107 	: u	179 	: u	: u	: u	: u	186 	: u	236 	: u	: u	: u	192 	: u
A,HIRE,AT,GT04,THS_T,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT04,THS_T,RO	: u	: u	: 	: u	: u	: u	: u	: u	32 	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT04,THS_T,SE	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT04,THS_T,SI	: u	51 	39 	49 	40 	: u	: u	31 	42 	: u	120 	91 	: u	176 	60 
A,HIRE,AT,GT04,THS_T,SK	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	84 
A,HIRE,AT,GT04,THS_T,UK	: u	: 	: u	: u	: u	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,HIRE,AT,GT05,THS_T,AT	: 	: 	: 	: 	: u	: 	7 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT05,THS_T,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT05,THS_T,BG	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,AT,GT05,THS_T,CH	: 	: 	: 	: 	: u	: u	: 	: 	: 	: u	: u	: 	: 	: 	: 
A,HIRE,AT,GT05,THS_T,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	76 	: u	20 	46 	39 	: u
A,HIRE,AT,GT05,THS_T,DE	87 	51 	85 	41 	43 	66 	68 	48 	: u	: u	: u	49 	: u	: u	: u
A,HIRE,AT,GT05,THS_T,DK	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT05,THS_T,EL	: u	: u	: 	: u	: u	: u	: 	: 	: u	: u	: u	: 	: 	: 	: 
A,HIRE,AT,GT05,THS_T,ES	: 	: u	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT05,THS_T,HR	: u	: u	: 	: u	: u	: u	: u	: u	: u	33 	: u	: u	: u	: u	: u
A,HIRE,AT,GT05,THS_T,HU	: u	3 	5 	8 	: u	13 	21 	: 	32 	19 	13 	48 	: u	: u	31 
A,HIRE,AT,GT05,THS_T,IT	: u	: u	: u	: 	: 	: 	: u	: u	: 	: 	: u	: u	: u	: 	: 
A,HIRE,AT,GT05,THS_T,LI	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT05,THS_T,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT05,THS_T,LV	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT05,THS_T,NL	: u	: u	: u	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT05,THS_T,PL	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: 	: u	: u
A,HIRE,AT,GT05,THS_T,PT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT05,THS_T,RO	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT05,THS_T,SI	: u	7 	10 	: u	: u	: u	: u	: u	: u	22 	25 	14 	: u	: u	41 
A,HIRE,AT,GT05,THS_T,SK	: u	: u	: u	: u	: u	50 	: u	: u	15 	38 	60 	27 	: u	: u	35 
A,HIRE,AT,GT05,THS_T,UK	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT06,THS_T,AT	: u	: u	: 	: u	: u	: u	3 	3 	5 	3 	4 	9 	10 	: 	: u
A,HIRE,AT,GT06,THS_T,BE	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u	: 	: 
A,HIRE,AT,GT06,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: u	: 
A,HIRE,AT,GT06,THS_T,CH	: u	: u	: u	: u	: u	134 	: u	: 	: 	: u	: u	: 	: 	: 	: u
A,HIRE,AT,GT06,THS_T,CZ	394 	406 	609 	398 	415 	630 	569 	322 	231 	610 	229 	272 	281 	287 	304 
A,HIRE,AT,GT06,THS_T,DE	678 	564 	691 	524 	612 	647 	514 	669 	519 	699 	673 	678 	497 	895 	504 
A,HIRE,AT,GT06,THS_T,DK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT06,THS_T,EE	: u	: 	: u	: u	: 	: u	: u	: u	: 	: 	: u	: u	: 	: 	: u
A,HIRE,AT,GT06,THS_T,ES	: 	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT06,THS_T,FI	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT06,THS_T,FR	: 	: u	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT06,THS_T,HR	64 	104 	125 	137 	201 	149 	263 	294 	211 	163 	178 	129 	165 	155 	60 
A,HIRE,AT,GT06,THS_T,HU	255 	210 	115 	233 	217 	271 	325 	293 	318 	428 	443 	321 	291 	255 	204 
A,HIRE,AT,GT06,THS_T,IT	: u	: u	: u	: u	: u	222 	: u	198 	: u	: u	: u	221 	129 	270 	207 
A,HIRE,AT,GT06,THS_T,LI	: u	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT06,THS_T,LT	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: u	: u
A,HIRE,AT,GT06,THS_T,LU	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT06,THS_T,LV	: u	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT06,THS_T,NL	: u	: u	: u	: u	: u	: u	2 	: 	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT06,THS_T,NO	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT06,THS_T,PL	121 	140 	205 	199 	103 	280 	201 	: u	206 	243 	217 	294 	: u	456 	199 
A,HIRE,AT,GT06,THS_T,PT	: u	: u	: 	: u	: 	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u
A,HIRE,AT,GT06,THS_T,RO	: u	: u	: u	: u	: u	29 	: u	: u	54 	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT06,THS_T,SI	54 	34 	110 	112 	111 	130 	141 	63 	116 	85 	94 	76 	40 	62 	116 
A,HIRE,AT,GT06,THS_T,SK	130 	169 	175 	119 	: u	151 	152 	313 	217 	156 	323 	83 	241 	: u	246 
A,HIRE,AT,GT06,THS_T,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,HIRE,AT,GT07,THS_T,BE	: 	: 	: 	: u	: u	: 	: 	: 	: 	: u	: u	: u	: u	: 	: 
A,HIRE,AT,GT07,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT07,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT07,THS_T,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	114 	142 	: u	21 	61 	48 
A,HIRE,AT,GT07,THS_T,DE	224 	119 	258 	255 	346 	284 	432 	278 	395 	448 	444 	403 	672 	447 	611 
A,HIRE,AT,GT07,THS_T,EE	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT07,THS_T,HR	: u	: 	: u	: 	: 	: 	: 	: u	: 	: u	: u	: u	: u	: 	: u
A,HIRE,AT,GT07,THS_T,HU	: u	: u	: u	41 	: u	: u	31 	: u	69 	: u	35 	39 	: 	: u	: 
A,HIRE,AT,GT07,THS_T,IT	: u	: 	: u	: u	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: u
A,HIRE,AT,GT07,THS_T,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT07,THS_T,NL	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	1 	: u	: u	: u
A,HIRE,AT,GT07,THS_T,PL	: u	: u	: u	: 	: u	: u	: u	: 	: u	: 	: 	: 	: u	: u	: 
A,HIRE,AT,GT07,THS_T,RO	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT07,THS_T,SI	73 	: u	147 	103 	94 	56 	131 	128 	170 	304 	156 	69 	306 	275 	398 
A,HIRE,AT,GT07,THS_T,SK	: u	: 	: u	: 	: 	: 	: u	: u	: u	: 	: u	: u	: u	: u	: 
A,HIRE,AT,GT07,THS_T,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT08,THS_T,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u	: u	: 
A,HIRE,AT,GT08,THS_T,BE	: 	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT08,THS_T,BG	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT08,THS_T,CH	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 	: 	: u	: 
A,HIRE,AT,GT08,THS_T,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 
A,HIRE,AT,GT08,THS_T,CZ	63 	156 	58 	134 	133 	104 	112 	65 	: u	83 	86 	21 	70 	88 	71 
A,HIRE,AT,GT08,THS_T,DE	891 	672 	656 	618 	525 	681 	467 	581 	554 	477 	418 	491 	331 	389 	524 
A,HIRE,AT,GT08,THS_T,DK	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT08,THS_T,EE	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 
A,HIRE,AT,GT08,THS_T,EL	: u	: 	: 	: 	: u	: u	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,HIRE,AT,GT08,THS_T,ES	: 	: 	: 	: u	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 
A,HIRE,AT,GT08,THS_T,FR	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u
A,HIRE,AT,GT08,THS_T,HR	: u	: u	: u	35 	: u	: u	: u	: u	: u	: u	: u	: u	: u	30 	: u
A,HIRE,AT,GT08,THS_T,HU	143 	118 	147 	236 	105 	200 	217 	182 	89 	96 	82 	66 	83 	69 	54 
A,HIRE,AT,GT08,THS_T,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,HIRE,AT,GT08,THS_T,LI	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT08,THS_T,LT	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u	: u	: 	: 	: 
A,HIRE,AT,GT08,THS_T,LU	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT08,THS_T,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,HIRE,AT,GT08,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT08,THS_T,NL	19 	: u	: u	24 	: u	: u	: u	18 	: u	24 	31 	35 	21 	: u	18 
A,HIRE,AT,GT08,THS_T,PL	121 	: u	: u	111 	189 	194 	81 	: u	: u	248 	221 	163 	271 	321 	299 
A,HIRE,AT,GT08,THS_T,PT	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,HIRE,AT,GT08,THS_T,RO	: u	: u	: u	: 	: u	: 	: u	: u	: 	: u	: u	: u	: 	: u	: u
A,HIRE,AT,GT08,THS_T,SE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT08,THS_T,SI	88 	121 	77 	145 	83 	98 	165 	117 	93 	150 	123 	113 	108 	103 	123 
A,HIRE,AT,GT08,THS_T,SK	61 	: u	: u	75 	52 	: u	: u	76 	32 	: u	196 	65 	48 	70 	121 
A,HIRE,AT,GT08,THS_T,UK	: u	: u	: u	: 	: u	: u	: 	: u	: u	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,AT	: u	: 	: u	: u	: 	: 	: 	: 	: u	: 	: u	: 	: u	: u	: 
A,HIRE,AT,GT09,THS_T,BE	: u	: 	: 	: 	: u	: 	: 	: u	: 	: 	: u	: 	: u	: u	: 
A,HIRE,AT,GT09,THS_T,BG	: u	: u	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT09,THS_T,CH	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: 	: u	: 	: u	298 
A,HIRE,AT,GT09,THS_T,CZ	70 	110 	120 	204 	216 	145 	227 	205 	160 	128 	: u	27 	123 	127 	107 
A,HIRE,AT,GT09,THS_T,DE	682 	988 	1005 	942 	529 	763 	566 	588 	539 	588 	961 	672 	551 	638 	720 
A,HIRE,AT,GT09,THS_T,DK	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,EE	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,ES	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,FI	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,FR	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,HR	: u	: u	: u	35 	: u	: u	: u	41 	69 	39 	: u	56 	: u	55 	: u
A,HIRE,AT,GT09,THS_T,HU	64 	96 	123 	162 	126 	90 	141 	79 	132 	76 	69 	162 	200 	764 	378 
A,HIRE,AT,GT09,THS_T,IE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,IT	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	127 	: u	113 	: u	93 
A,HIRE,AT,GT09,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,LU	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,HIRE,AT,GT09,THS_T,LV	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT09,THS_T,NL	: u	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	8 	: 
A,HIRE,AT,GT09,THS_T,PL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT09,THS_T,PT	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u	: u	: u	: u	: 	: 
A,HIRE,AT,GT09,THS_T,RO	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u
A,HIRE,AT,GT09,THS_T,SI	98 	39 	45 	72 	78 	89 	67 	66 	57 	179 	43 	128 	54 	182 	89 
A,HIRE,AT,GT09,THS_T,SK	102 	107 	135 	175 	263 	142 	130 	359 	140 	347 	190 	158 	310 	454 	248 
A,HIRE,AT,GT09,THS_T,UK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,AT	: 	: u	: u	2 	: 	: u	: u	: u	: u	: u	: u	: u	11 	10 	: u
A,HIRE,AT,GT10,THS_T,BE	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: u	: u	: u
A,HIRE,AT,GT10,THS_T,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 
A,HIRE,AT,GT10,THS_T,CH	: u	: 	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: u	: u
A,HIRE,AT,GT10,THS_T,CZ	235 	150 	203 	252 	202 	568 	295 	417 	203 	137 	130 	100 	377 	186 	232 
A,HIRE,AT,GT10,THS_T,DE	526 	364 	351 	523 	366 	398 	390 	353 	379 	422 	380 	423 	353 	415 	348 
A,HIRE,AT,GT10,THS_T,DK	: u	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,EE	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,EL	: u	: u	: 	: u	: 	: 	: 	: 	: u	: u	: 	: u	: 	: u	: 
A,HIRE,AT,GT10,THS_T,ES	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,HIRE,AT,GT10,THS_T,FI	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,FR	: 	: 	: 	: 	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u
A,HIRE,AT,GT10,THS_T,HR	36 	: u	: u	28 	23 	39 	46 	27 	43 	25 	49 	: u	: u	30 	43 
A,HIRE,AT,GT10,THS_T,HU	100 	55 	101 	81 	69 	78 	78 	149 	126 	227 	168 	140 	136 	192 	307 
A,HIRE,AT,GT10,THS_T,IT	169 	: u	: u	: u	: u	: u	141 	: u	: u	: u	: u	: u	: u	212 	125 
A,HIRE,AT,GT10,THS_T,LI	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,LT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: u	: u	: u	: 	: 
A,HIRE,AT,GT10,THS_T,LU	: u	: u	: u	: u	: 	: 	: u	: 	: u	: u	: u	: 	: u	: 	: u
A,HIRE,AT,GT10,THS_T,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,HIRE,AT,GT10,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,HIRE,AT,GT10,THS_T,NL	: u	: u	: u	: u	: u	: u	: u	4 	: u	: u	: u	: u	13 	: 	: u
A,HIRE,AT,GT10,THS_T,NO	: 	: u	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,PL	149 	148 	126 	140 	120 	109 	166 	192 	: u	289 	369 	175 	: u	276 	150 
A,HIRE,AT,GT10,THS_T,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT10,THS_T,SE	: 	: u	: u	: u	: u	: 	: 	: u	: 	: u	: u	: 	: u	: 	: u
A,HIRE,AT,GT10,THS_T,SI	150 	56 	90 	140 	113 	143 	168 	185 	154 	238 	160 	118 	156 	155 	155 
A,HIRE,AT,GT10,THS_T,SK	134 	149 	190 	217 	208 	182 	117 	371 	222 	167 	194 	433 	114 	187 	236 
A,HIRE,AT,GT10,THS_T,UK	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,AT	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,HIRE,AT,GT11,THS_T,BE	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT11,THS_T,BG	: u	: 	: u	: 	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT11,THS_T,CH	: 	: u	: u	: 	: u	: 	: u	: u	: 	: 	: u	: 	: 	: u	: u
A,HIRE,AT,GT11,THS_T,CZ	76 	64 	46 	91 	92 	28 	74 	119 	43 	129 	101 	238 	88 	103 	70 
A,HIRE,AT,GT11,THS_T,DE	235 	277 	172 	181 	247 	202 	147 	162 	212 	117 	168 	148 	155 	134 	218 
A,HIRE,AT,GT11,THS_T,DK	6 	4 	: u	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT11,THS_T,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT11,THS_T,EL	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,HIRE,AT,GT11,THS_T,ES	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT11,THS_T,FI	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,FR	: 	: 	: u	: u	: u	: 	: u	: 	: 	: 	: u	: u	: u	: 	: u
A,HIRE,AT,GT11,THS_T,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT11,THS_T,HU	78 	103 	126 	180 	184 	148 	157 	144 	85 	109 	78 	103 	69 	71 	59 
A,HIRE,AT,GT11,THS_T,IE	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT11,THS_T,IT	: u	: u	: u	: 	: 	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,HIRE,AT,GT11,THS_T,LI	: u	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,LT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,LU	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,LV	: 	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT11,THS_T,NL	28 	: u	: u	7 	: u	: u	: u	: u	: u	11 	: u	: u	: u	14 	: u
A,HIRE,AT,GT11,THS_T,NO	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,PL	: u	: u	: u	100 	: u	: u	: u	: u	: u	36 	: u	: u	: u	84 	: u
A,HIRE,AT,GT11,THS_T,PT	: u	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,RO	: u	: u	: u	: u	14 	19 	25 	: u	16 	: 	: u	26 	: u	: u	: u
A,HIRE,AT,GT11,THS_T,SE	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT11,THS_T,SI	32 	18 	21 	51 	31 	29 	49 	34 	39 	65 	68 	55 	40 	39 	89 
