freq,tra_type,c_load,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,HIRE,AT,GT08,THS_T,LV	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT08,THS_T,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT08,THS_T,PL	: u	120 	202 	169 	178 	154 	133 	256 	: u	: u	: u	: u	221 	287 	375 
A,HIRE,AT,GT08,THS_T,PT	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,HIRE,AT,GT08,THS_T,RO	: u	: u	: 	: u	: u	: u	: u	49 	36 	65 	62 	77 	49 	67 	: u
A,HIRE,AT,GT08,THS_T,SE	: 	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT08,THS_T,SI	79 	92 	39 	67 	101 	74 	72 	88 	89 	126 	86 	135 	51 	65 	112 
A,HIRE,AT,GT08,THS_T,SK	55 	: u	: u	81 	: u	: u	: u	201 	132 	194 	: u	: u	: u	78 	: u
A,HIRE,AT,GT08,THS_T,UK	: 	: u	: 	: u	: u	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT09,THS_T,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT09,THS_T,BE	: 	: u	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: 	: 	: 
A,HIRE,AT,GT09,THS_T,BG	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT09,THS_T,CH	: u	139 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT09,THS_T,CZ	171 	101 	81 	169 	83 	137 	: u	80 	: u	142 	: u	154 	58 	130 	57 
A,HIRE,AT,GT09,THS_T,DE	275 	161 	175 	204 	159 	183 	120 	151 	140 	163 	183 	82 	173 	133 	149 
A,HIRE,AT,GT09,THS_T,DK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,EE	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT09,THS_T,EL	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 
A,HIRE,AT,GT09,THS_T,ES	: u	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT09,THS_T,FR	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,HR	86 	69 	66 	58 	50 	: u	90 	50 	76 	62 	95 	: u	: u	32 	: u
A,HIRE,AT,GT09,THS_T,HU	188 	127 	90 	101 	201 	169 	170 	147 	88 	242 	81 	207 	40 	185 	162 
A,HIRE,AT,GT09,THS_T,IT	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	65 
A,HIRE,AT,GT09,THS_T,LI	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,LT	: u	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,AT,GT09,THS_T,LU	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT09,THS_T,LV	: u	: u	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: u
A,HIRE,AT,GT09,THS_T,NL	: u	: 	: u	: u	: 	: 	: 	: u	: u	: 	: u	: 	: 	: u	: u
A,HIRE,AT,GT09,THS_T,NO	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,PL	75 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	152 	: u	: u
A,HIRE,AT,GT09,THS_T,PT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT09,THS_T,RO	: u	: 	: 	: u	: 	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u
A,HIRE,AT,GT09,THS_T,SI	261 	189 	128 	283 	167 	90 	118 	164 	178 	197 	140 	156 	147 	110 	102 
A,HIRE,AT,GT09,THS_T,SK	86 	143 	68 	: u	: u	: u	: u	183 	106 	77 	139 	72 	81 	105 	53 
A,HIRE,AT,GT10,THS_T,AT	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT10,THS_T,BE	: u	: 	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u	: 	: u
A,HIRE,AT,GT10,THS_T,BG	: 	: 	: u	: 	: 	: 	: u	: u	: 	: u	: 	: 	: u	: u	: 
A,HIRE,AT,GT10,THS_T,CH	: u	: u	21 	: u	: u	: u	: u	: 	: u	: u	: u	: 	: 	: u	: 
A,HIRE,AT,GT10,THS_T,CZ	265 	126 	173 	279 	202 	278 	231 	288 	246 	186 	90 	94 	155 	149 	193 
A,HIRE,AT,GT10,THS_T,DE	617 	343 	393 	439 	357 	317 	317 	340 	316 	332 	260 	357 	264 	321 	241 
A,HIRE,AT,GT10,THS_T,DK	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,EE	: u	: 	: 	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,EL	: u	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,ES	: u	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 
A,HIRE,AT,GT10,THS_T,FI	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,FR	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT10,THS_T,HR	53 	: u	61 	84 	45 	44 	50 	55 	27 	: u	68 	: u	: u	: u	: u
A,HIRE,AT,GT10,THS_T,HU	137 	114 	107 	81 	80 	104 	110 	178 	135 	221 	226 	129 	118 	120 	128 
A,HIRE,AT,GT10,THS_T,IE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,IT	: u	: u	: u	: 	: u	141 	: u	: u	: u	: u	: u	: u	: u	: u	125 
A,HIRE,AT,GT10,THS_T,LI	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,LT	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: 	: 	: u
A,HIRE,AT,GT10,THS_T,LU	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,LV	: 	: 	: u	: 	: 	: 	: u	: 	: u	: u	: u	: 	: 	: 	: u
A,HIRE,AT,GT10,THS_T,NL	: 	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u	: 
A,HIRE,AT,GT10,THS_T,NO	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,PL	133 	147 	67 	212 	198 	: u	: u	114 	: u	246 	: u	: u	: u	465 	153 
A,HIRE,AT,GT10,THS_T,PT	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	28 	: u	: u	: u
A,HIRE,AT,GT10,THS_T,SE	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT10,THS_T,SI	128 	68 	159 	145 	97 	134 	168 	149 	101 	129 	128 	152 	93 	180 	180 
A,HIRE,AT,GT10,THS_T,SK	127 	99 	184 	208 	222 	199 	188 	286 	191 	143 	227 	321 	117 	238 	288 
A,HIRE,AT,GT10,THS_T,UK	: 	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT11,THS_T,BE	: u	: 	: 	: 	: u	: u	: 	: u	: 	: 	: 	: u	: u	: 	: 
A,HIRE,AT,GT11,THS_T,BG	: u	: u	: u	: 	: 	: 	: u	: 	: 	: 	: u	: 	: u	: u	: u
A,HIRE,AT,GT11,THS_T,CH	: 	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: u	: u	: u	: u
A,HIRE,AT,GT11,THS_T,CZ	56 	82 	80 	93 	81 	: u	49 	60 	27 	113 	46 	137 	32 	93 	31 
A,HIRE,AT,GT11,THS_T,DE	181 	158 	169 	154 	192 	143 	137 	145 	123 	171 	168 	139 	88 	144 	186 
A,HIRE,AT,GT11,THS_T,DK	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,EE	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT11,THS_T,EL	: u	: u	: u	: u	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u	: 
A,HIRE,AT,GT11,THS_T,ES	: 	: u	: 	: 	: 	: 	: u	: 	: u	: 	: u	: u	: 	: 	: u
A,HIRE,AT,GT11,THS_T,FR	: u	: u	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT11,THS_T,HR	27 	: u	19 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT11,THS_T,HU	54 	94 	102 	98 	107 	127 	154 	149 	113 	113 	88 	63 	79 	71 	47 
A,HIRE,AT,GT11,THS_T,IE	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,IT	: u	: 	: u	: 	: 	: u	: u	: u	: 	: 	: u	: u	: 	: u	: u
A,HIRE,AT,GT11,THS_T,LI	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,LT	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT11,THS_T,LV	: u	: u	: 	: 	: 	: u	: u	: 	: 	: 	: u	: 	: u	: 	: 
A,HIRE,AT,GT11,THS_T,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,HIRE,AT,GT11,THS_T,NO	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,PL	68 	: u	37 	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u
A,HIRE,AT,GT11,THS_T,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT11,THS_T,RO	: u	: u	84 	29 	: u	: u	36 	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT11,THS_T,SE	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,HIRE,AT,GT11,THS_T,SI	33 	6 	18 	42 	29 	51 	32 	26 	30 	50 	16 	57 	22 	41 	59 
A,HIRE,AT,GT11,THS_T,SK	34 	92 	78 	36 	: u	: u	66 	: u	201 	26 	: u	72 	: u	16 	: u
A,HIRE,AT,GT11,THS_T,UK	: 	: 	: 	: u	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT12,THS_T,BE	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT12,THS_T,BG	: 	: 	: 	: u	: 	: u	: 	: u	: u	: u	: 	: 	: 	: 	: u
A,HIRE,AT,GT12,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,HIRE,AT,GT12,THS_T,CZ	: u	: u	36 	: u	: u	: u	: u	: u	33 	: u	: u	50 	44 	51 	19 
A,HIRE,AT,GT12,THS_T,DE	314 	224 	233 	266 	255 	201 	220 	180 	293 	248 	297 	178 	190 	214 	260 
A,HIRE,AT,GT12,THS_T,DK	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT12,THS_T,EL	: 	: 	: 	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT12,THS_T,ES	: 	: 	: u	: 	: u	: u	: u	: u	: 	: 	: 	: u	: 	: u	: u
A,HIRE,AT,GT12,THS_T,FR	: u	: u	: 	: u	: u	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT12,THS_T,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	19 	: u	: u
A,HIRE,AT,GT12,THS_T,HU	: u	: u	8 	31 	7 	23 	12 	20 	16 	27 	52 	40 	45 	41 	33 
A,HIRE,AT,GT12,THS_T,IT	: 	: 	: 	: u	: 	: u	: u	: u	: 	: u	: 	: 	: u	: 	: u
A,HIRE,AT,GT12,THS_T,LI	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT12,THS_T,LT	: u	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT12,THS_T,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,AT,GT12,THS_T,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT12,THS_T,NL	: u	: 	: u	: 	: u	: u	3 	: u	: u	: u	: u	: u	: u	: 	: u
A,HIRE,AT,GT12,THS_T,NO	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT12,THS_T,PL	: u	: u	61 	53 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT12,THS_T,PT	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,HIRE,AT,GT12,THS_T,RO	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT12,THS_T,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT12,THS_T,SI	21 	: u	26 	: u	12 	14 	41 	35 	30 	21 	34 	53 	65 	51 	70 
A,HIRE,AT,GT12,THS_T,SK	35 	: u	: u	: u	39 	63 	: u	39 	: u	47 	76 	100 	: u	111 	: u
A,HIRE,AT,GT12,THS_T,UK	: u	: 	: u	: u	: u	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 
A,HIRE,AT,GT13,THS_T,AT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT13,THS_T,BE	: 	: 	: 	: 	: u	: u	: 	: 	: u	: u	: u	: u	: 	: 	: 
A,HIRE,AT,GT13,THS_T,BG	: 	: u	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,HIRE,AT,GT13,THS_T,CH	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,HIRE,AT,GT13,THS_T,CY	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT13,THS_T,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	49 	: u
A,HIRE,AT,GT13,THS_T,DE	76 	41 	39 	34 	30 	41 	32 	25 	46 	44 	41 	40 	34 	40 	59 
A,HIRE,AT,GT13,THS_T,DK	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT13,THS_T,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT13,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT13,THS_T,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT13,THS_T,HU	33 	12 	: u	: u	: u	8 	11 	: u	19 	18 	15 	11 	15 	16 	: u
A,HIRE,AT,GT13,THS_T,IT	: 	: 	: 	: 	: u	: 	: u	: u	: u	: u	: 	: u	: 	: 	: 
A,HIRE,AT,GT13,THS_T,LI	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT13,THS_T,LT	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT13,THS_T,LV	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT13,THS_T,NL	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT13,THS_T,PL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT13,THS_T,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT13,THS_T,RO	: 	: u	: u	: 	: u	: u	: 	: u	: u	: 	: u	: 	: u	: u	: 
A,HIRE,AT,GT13,THS_T,SI	: u	18 	77 	112 	80 	91 	120 	138 	200 	249 	225 	283 	253 	286 	350 
A,HIRE,AT,GT13,THS_T,SK	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	107 	39 	: u
A,HIRE,AT,GT13,THS_T,UK	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT14,THS_T,AT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT14,THS_T,BE	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT14,THS_T,CH	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	: 	: 
A,HIRE,AT,GT14,THS_T,CZ	: 	: u	: u	: u	: u	: u	: u	305 	378 	140 	267 	333 	105 	85 	81 
A,HIRE,AT,GT14,THS_T,DE	638 	202 	202 	235 	165 	254 	290 	211 	211 	158 	171 	55 	146 	62 	134 
A,HIRE,AT,GT14,THS_T,ES	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT14,THS_T,HR	: 	: u	: 	: u	: 	: 	: u	: 	: u	: u	: u	: 	: u	: u	: u
A,HIRE,AT,GT14,THS_T,HU	48 	21 	: u	39 	32 	: u	: u	19 	: u	: u	16 	: u	: u	34 	: u
A,HIRE,AT,GT14,THS_T,IT	: u	: u	: u	: u	43 	: 	: 	: 	: u	: u	: u	: u	: 	: u	: u
A,HIRE,AT,GT14,THS_T,LT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT14,THS_T,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT14,THS_T,NL	: 	: 	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u	: 	: u
A,HIRE,AT,GT14,THS_T,PL	: 	: 	: 	: 	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u
A,HIRE,AT,GT14,THS_T,RO	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT14,THS_T,SE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT14,THS_T,SI	: u	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT14,THS_T,SK	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u	141 	: u	: u	: u
A,HIRE,AT,GT15,THS_T,BG	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT15,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT15,THS_T,CZ	: u	: u	18 	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,HIRE,AT,GT15,THS_T,DE	: 	: 	162 	171 	124 	147 	87 	158 	313 	186 	171 	160 	154 	101 	260 
A,HIRE,AT,GT15,THS_T,ES	: 	: 	: 	: u	: u	: u	: u	: 	: 	: u	: 	: u	: u	: u	: u
A,HIRE,AT,GT15,THS_T,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT15,THS_T,HR	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,AT,GT15,THS_T,HU	: u	: 	: u	10 	30 	4 	23 	: u	9 	4 	12 	: u	23 	: u	: u
A,HIRE,AT,GT15,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,HIRE,AT,GT15,THS_T,LT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT15,THS_T,PL	: 	: 	: 	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u
A,HIRE,AT,GT15,THS_T,RO	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT15,THS_T,SI	: 	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT15,THS_T,SK	: u	: u	: 	: 	: u	: 	: 	: 	: u	: u	: u	: u	: 	: u	: 
A,HIRE,AT,GT16,THS_T,AT	: u	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT16,THS_T,BE	: u	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 
A,HIRE,AT,GT16,THS_T,CH	: u	: 	: u	23 	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,HIRE,AT,GT16,THS_T,CZ	63 	: u	43 	: u	19 	: u	69 	: u	42 	37 	: u	: u	57 	56 	65 
A,HIRE,AT,GT16,THS_T,DE	309 	169 	171 	175 	230 	245 	203 	185 	275 	155 	198 	253 	145 	176 	173 
A,HIRE,AT,GT16,THS_T,EL	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT16,THS_T,ES	: 	: 	: 	: 	: u	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 
A,HIRE,AT,GT16,THS_T,FR	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT16,THS_T,HR	: u	: u	: 	: u	: u	: 	: u	: 	: u	: u	: u	: u	: 	: u	: 
A,HIRE,AT,GT16,THS_T,HU	41 	27 	66 	53 	61 	72 	57 	67 	19 	23 	15 	19 	16 	15 	19 
A,HIRE,AT,GT16,THS_T,IT	: u	: 	: 	: u	: u	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT16,THS_T,LI	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT16,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 
A,HIRE,AT,GT16,THS_T,LU	: 	: 	: u	: 	: 	: 	: u	: u	: 	: 	: u	: 	: u	: 	: 
A,HIRE,AT,GT16,THS_T,LV	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT16,THS_T,NL	3 	4 	: u	: u	: u	: u	: u	: u	9 	: u	: u	: u	: u	: u	: u
A,HIRE,AT,GT16,THS_T,PL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,HIRE,AT,GT16,THS_T,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT16,THS_T,RO	: 	: u	: 	: 	: u	: u	: 	: u	: 	: u	: u	: u	: u	: u	: 
A,HIRE,AT,GT16,THS_T,SE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT16,THS_T,SI	17 	12 	19 	10 	12 	20 	18 	29 	23 	: u	: u	22 	: u	16 	11 
A,HIRE,AT,GT16,THS_T,SK	54 	: u	: u	: u	: u	: u	: u	: u	57 	: u	17 	26 	43 	31 	89 
A,HIRE,AT,GT17,THS_T,AT	: u	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,AT,GT17,THS_T,BE	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT17,THS_T,BG	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT17,THS_T,CH	: 	: 	: u	: 	: 	: 	: u	: u	: 	: u	: u	: 	: 	: 	: u
A,HIRE,AT,GT17,THS_T,CZ	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT17,THS_T,DE	: u	: u	: u	: u	: u	42 	70 	34 	65 	: u	60 	: u	51 	45 	64 
A,HIRE,AT,GT17,THS_T,FR	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,AT,GT17,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 
A,HIRE,AT,GT17,THS_T,HU	: 	: 	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,HIRE,AT,GT17,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,HIRE,AT,GT17,THS_T,LI	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT17,THS_T,LT	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,AT,GT17,THS_T,NL	: u	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,AT,GT17,THS_T,PL	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,HIRE,AT,GT17,THS_T,PT	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,AT,GT17,THS_T,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
